algorithm,crypto_family,file_size,key_size,label_group,mode,original_file_id,original_type,path,sample_id,split,tool
none,not_encrypted,166400,0,not_encrypted,,0011-doc,doc,data/generated\not_encrypted\000187.enc,000187,train,pycryptodome
gzip,compressed_only,43548,0,compressed_only,,0011-doc,doc,data/generated\compressed_only\000188.enc,000188,train,pycryptodome
RC2,block_padded_mode_like,166420,128,RC2_like,CBC,0011-doc,doc,data/generated\RC2_like\000189.enc,000189,train,pycryptodome
Salsa20,stream_or_counter_mode_like,166420,256,ChaCha20_Salsa20_like,,0011-doc,doc,data/generated\ChaCha20_Salsa20_like\000190.enc,000190,train,pycryptodome
XOR,weak_obfuscation_like,166400,128,XOR_like,REPEATING_KEY,0011-doc,doc,data/generated\XOR_like\000191.enc,000191,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,166672,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0011-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000192.enc,000192,train,pycryptodome
none,not_encrypted,1114907,0,not_encrypted,,0011-exe,exe,data/generated\not_encrypted\000193.enc,000193,train,pycryptodome
gzip,compressed_only,987838,0,compressed_only,,0011-exe,exe,data/generated\compressed_only\000194.enc,000194,train,pycryptodome
CAST5,block_padded_mode_like,1114932,128,CAST5_like,CBC,0011-exe,exe,data/generated\CAST5_like\000195.enc,000195,train,pycryptodome
RC4,stream_or_counter_mode_like,1114907,256,RC4_like,STREAM,0011-exe,exe,data/generated\RC4_like\000196.enc,000196,train,pycryptodome
XOR,weak_obfuscation_like,1114907,128,XOR_like,REPEATING_KEY,0011-exe,exe,data/generated\XOR_like\000197.enc,000197,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,1115183,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0011-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000198.enc,000198,train,pycryptodome
none,not_encrypted,22981,0,not_encrypted,,0012-csv,csv,data/generated\not_encrypted\000199.enc,000199,train,pycryptodome
gzip,compressed_only,1808,0,compressed_only,,0012-csv,csv,data/generated\compressed_only\000200.enc,000200,train,pycryptodome
AES,block_padded_mode_like,23012,256,AES_like,CBC,0012-csv,csv,data/generated\AES_like\000201.enc,000201,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,22997,256,ChaCha20_Salsa20_like,,0012-csv,csv,data/generated\ChaCha20_Salsa20_like\000202.enc,000202,train,pycryptodome
XOR,weak_obfuscation_like,22981,128,XOR_like,REPEATING_KEY,0012-csv,csv,data/generated\XOR_like\000203.enc,000203,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,23268,256,hybrid_AES_RSA_like,CBC+OAEP,0012-csv,csv,data/generated\hybrid_AES_RSA_like\000204.enc,000204,train,pycryptodome
none,not_encrypted,43520,0,not_encrypted,,0012-doc,doc,data/generated\not_encrypted\000205.enc,000205,train,pycryptodome
gzip,compressed_only,10301,0,compressed_only,,0012-doc,doc,data/generated\compressed_only\000206.enc,000206,train,pycryptodome
AES,block_padded_mode_like,43536,256,AES_like,ECB,0012-doc,doc,data/generated\AES_like\000207.enc,000207,train,pycryptodome
Salsa20,stream_or_counter_mode_like,43540,256,ChaCha20_Salsa20_like,,0012-doc,doc,data/generated\ChaCha20_Salsa20_like\000208.enc,000208,train,pycryptodome
XOR,weak_obfuscation_like,43520,128,XOR_like,REPEATING_KEY,0012-doc,doc,data/generated\XOR_like\000209.enc,000209,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,43792,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0012-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000210.enc,000210,train,pycryptodome
none,not_encrypted,765325,0,not_encrypted,,0012-exe,exe,data/generated\not_encrypted\000211.enc,000211,train,pycryptodome
gzip,compressed_only,753871,0,compressed_only,,0012-exe,exe,data/generated\compressed_only\000212.enc,000212,train,pycryptodome
AES,block_padded_mode_like,765337,256,AES_like,CTR,0012-exe,exe,data/generated\AES_like\000213.enc,000213,train,pycryptodome
RC4,stream_or_counter_mode_like,765325,256,RC4_like,STREAM,0012-exe,exe,data/generated\RC4_like\000214.enc,000214,train,pycryptodome
XOR,weak_obfuscation_like,765325,128,XOR_like,REPEATING_KEY,0012-exe,exe,data/generated\XOR_like\000215.enc,000215,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,765601,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0012-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000216.enc,000216,train,pycryptodome
none,not_encrypted,7467,0,not_encrypted,,0013-csv,csv,data/generated\not_encrypted\000217.enc,000217,train,pycryptodome
gzip,compressed_only,2704,0,compressed_only,,0013-csv,csv,data/generated\compressed_only\000218.enc,000218,train,pycryptodome
AES,block_padded_mode_like,7495,256,AES_like,CFB,0013-csv,csv,data/generated\AES_like\000219.enc,000219,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,7483,256,ChaCha20_Salsa20_like,,0013-csv,csv,data/generated\ChaCha20_Salsa20_like\000220.enc,000220,train,pycryptodome
XOR,weak_obfuscation_like,7467,128,XOR_like,REPEATING_KEY,0013-csv,csv,data/generated\XOR_like\000221.enc,000221,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,7748,256,hybrid_AES_RSA_like,CBC+OAEP,0013-csv,csv,data/generated\hybrid_AES_RSA_like\000222.enc,000222,train,pycryptodome
none,not_encrypted,69632,0,not_encrypted,,0013-doc,doc,data/generated\not_encrypted\000223.enc,000223,train,pycryptodome
gzip,compressed_only,25179,0,compressed_only,,0013-doc,doc,data/generated\compressed_only\000224.enc,000224,train,pycryptodome
AES,block_padded_mode_like,69652,256,AES_like,OFB,0013-doc,doc,data/generated\AES_like\000225.enc,000225,train,pycryptodome
Salsa20,stream_or_counter_mode_like,69652,256,ChaCha20_Salsa20_like,,0013-doc,doc,data/generated\ChaCha20_Salsa20_like\000226.enc,000226,train,pycryptodome
XOR,weak_obfuscation_like,69632,128,XOR_like,REPEATING_KEY,0013-doc,doc,data/generated\XOR_like\000227.enc,000227,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,69904,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0013-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000228.enc,000228,train,pycryptodome
none,not_encrypted,882493,0,not_encrypted,,0013-exe,exe,data/generated\not_encrypted\000229.enc,000229,train,pycryptodome
gzip,compressed_only,787713,0,compressed_only,,0013-exe,exe,data/generated\compressed_only\000230.enc,000230,train,pycryptodome
AES,block_padded_mode_like,882529,256,AES_like,GCM,0013-exe,exe,data/generated\AES_like\000231.enc,000231,train,pycryptodome
RC4,stream_or_counter_mode_like,882493,256,RC4_like,STREAM,0013-exe,exe,data/generated\RC4_like\000232.enc,000232,train,pycryptodome
XOR,weak_obfuscation_like,882493,128,XOR_like,REPEATING_KEY,0013-exe,exe,data/generated\XOR_like\000233.enc,000233,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,882769,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0013-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000234.enc,000234,train,pycryptodome
none,not_encrypted,55526,0,not_encrypted,,0014-csv,csv,data/generated\not_encrypted\000235.enc,000235,test,pycryptodome
gzip,compressed_only,6893,0,compressed_only,,0014-csv,csv,data/generated\compressed_only\000236.enc,000236,test,pycryptodome
3DES,block_padded_mode_like,55540,192,3DES_like,CBC,0014-csv,csv,data/generated\3DES_like\000237.enc,000237,test,pycryptodome
ChaCha20,stream_or_counter_mode_like,55542,256,ChaCha20_Salsa20_like,,0014-csv,csv,data/generated\ChaCha20_Salsa20_like\000238.enc,000238,test,pycryptodome
XOR,weak_obfuscation_like,55526,128,XOR_like,REPEATING_KEY,0014-csv,csv,data/generated\XOR_like\000239.enc,000239,test,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,55812,256,hybrid_AES_RSA_like,CBC+OAEP,0014-csv,csv,data/generated\hybrid_AES_RSA_like\000240.enc,000240,test,pycryptodome
none,not_encrypted,81920,0,not_encrypted,,0014-doc,doc,data/generated\not_encrypted\000241.enc,000241,train,pycryptodome
gzip,compressed_only,19877,0,compressed_only,,0014-doc,doc,data/generated\compressed_only\000242.enc,000242,train,pycryptodome
Blowfish,block_padded_mode_like,81948,256,Blowfish_like,CBC,0014-doc,doc,data/generated\Blowfish_like\000243.enc,000243,train,pycryptodome
Salsa20,stream_or_counter_mode_like,81940,256,ChaCha20_Salsa20_like,,0014-doc,doc,data/generated\ChaCha20_Salsa20_like\000244.enc,000244,train,pycryptodome
XOR,weak_obfuscation_like,81920,128,XOR_like,REPEATING_KEY,0014-doc,doc,data/generated\XOR_like\000245.enc,000245,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,82192,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0014-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000246.enc,000246,train,pycryptodome
none,not_encrypted,2097972,0,not_encrypted,,0014-exe,exe,data/generated\not_encrypted\000247.enc,000247,train,pycryptodome
gzip,compressed_only,2092242,0,compressed_only,,0014-exe,exe,data/generated\compressed_only\000248.enc,000248,train,pycryptodome
DES,block_padded_mode_like,2097988,56,DES_like,CBC,0014-exe,exe,data/generated\DES_like\000249.enc,000249,train,pycryptodome
RC4,stream_or_counter_mode_like,2097972,256,RC4_like,STREAM,0014-exe,exe,data/generated\RC4_like\000250.enc,000250,train,pycryptodome
XOR,weak_obfuscation_like,2097972,128,XOR_like,REPEATING_KEY,0014-exe,exe,data/generated\XOR_like\000251.enc,000251,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,2098248,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0014-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000252.enc,000252,train,pycryptodome
none,not_encrypted,20510658,0,not_encrypted,,0015-csv,csv,data/generated\not_encrypted\000253.enc,000253,train,pycryptodome
gzip,compressed_only,4752327,0,compressed_only,,0015-csv,csv,data/generated\compressed_only\000254.enc,000254,train,pycryptodome
RC2,block_padded_mode_like,20510676,128,RC2_like,CBC,0015-csv,csv,data/generated\RC2_like\000255.enc,000255,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,20510674,256,ChaCha20_Salsa20_like,,0015-csv,csv,data/generated\ChaCha20_Salsa20_like\000256.enc,000256,train,pycryptodome
XOR,weak_obfuscation_like,20510658,128,XOR_like,REPEATING_KEY,0015-csv,csv,data/generated\XOR_like\000257.enc,000257,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,20510948,256,hybrid_AES_RSA_like,CBC+OAEP,0015-csv,csv,data/generated\hybrid_AES_RSA_like\000258.enc,000258,train,pycryptodome
none,not_encrypted,223744,0,not_encrypted,,0015-doc,doc,data/generated\not_encrypted\000259.enc,000259,test,pycryptodome
gzip,compressed_only,78207,0,compressed_only,,0015-doc,doc,data/generated\compressed_only\000260.enc,000260,test,pycryptodome
CAST5,block_padded_mode_like,223772,128,CAST5_like,CBC,0015-doc,doc,data/generated\CAST5_like\000261.enc,000261,test,pycryptodome
Salsa20,stream_or_counter_mode_like,223764,256,ChaCha20_Salsa20_like,,0015-doc,doc,data/generated\ChaCha20_Salsa20_like\000262.enc,000262,test,pycryptodome
XOR,weak_obfuscation_like,223744,128,XOR_like,REPEATING_KEY,0015-doc,doc,data/generated\XOR_like\000263.enc,000263,test,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,224016,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0015-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000264.enc,000264,test,pycryptodome
none,not_encrypted,2730670,0,not_encrypted,,0015-exe,exe,data/generated\not_encrypted\000265.enc,000265,train,pycryptodome
gzip,compressed_only,2712213,0,compressed_only,,0015-exe,exe,data/generated\compressed_only\000266.enc,000266,train,pycryptodome
AES,block_padded_mode_like,2730692,256,AES_like,CBC,0015-exe,exe,data/generated\AES_like\000267.enc,000267,train,pycryptodome
RC4,stream_or_counter_mode_like,2730670,256,RC4_like,STREAM,0015-exe,exe,data/generated\RC4_like\000268.enc,000268,train,pycryptodome
XOR,weak_obfuscation_like,2730670,128,XOR_like,REPEATING_KEY,0015-exe,exe,data/generated\XOR_like\000269.enc,000269,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,2730946,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0015-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000270.enc,000270,train,pycryptodome
none,not_encrypted,10404,0,not_encrypted,,0016-csv,csv,data/generated\not_encrypted\000271.enc,000271,train,pycryptodome
gzip,compressed_only,2734,0,compressed_only,,0016-csv,csv,data/generated\compressed_only\000272.enc,000272,train,pycryptodome
AES,block_padded_mode_like,10416,256,AES_like,ECB,0016-csv,csv,data/generated\AES_like\000273.enc,000273,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,10420,256,ChaCha20_Salsa20_like,,0016-csv,csv,data/generated\ChaCha20_Salsa20_like\000274.enc,000274,train,pycryptodome
XOR,weak_obfuscation_like,10404,128,XOR_like,REPEATING_KEY,0016-csv,csv,data/generated\XOR_like\000275.enc,000275,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,10692,256,hybrid_AES_RSA_like,CBC+OAEP,0016-csv,csv,data/generated\hybrid_AES_RSA_like\000276.enc,000276,train,pycryptodome
none,not_encrypted,136704,0,not_encrypted,,0016-doc,doc,data/generated\not_encrypted\000277.enc,000277,train,pycryptodome
gzip,compressed_only,42340,0,compressed_only,,0016-doc,doc,data/generated\compressed_only\000278.enc,000278,train,pycryptodome
AES,block_padded_mode_like,136716,256,AES_like,CTR,0016-doc,doc,data/generated\AES_like\000279.enc,000279,train,pycryptodome
Salsa20,stream_or_counter_mode_like,136724,256,ChaCha20_Salsa20_like,,0016-doc,doc,data/generated\ChaCha20_Salsa20_like\000280.enc,000280,train,pycryptodome
XOR,weak_obfuscation_like,136704,128,XOR_like,REPEATING_KEY,0016-doc,doc,data/generated\XOR_like\000281.enc,000281,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,136976,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0016-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000282.enc,000282,train,pycryptodome
none,not_encrypted,3473397,0,not_encrypted,,0016-exe,exe,data/generated\not_encrypted\000283.enc,000283,train,pycryptodome
gzip,compressed_only,3446844,0,compressed_only,,0016-exe,exe,data/generated\compressed_only\000284.enc,000284,train,pycryptodome
AES,block_padded_mode_like,3473425,256,AES_like,CFB,0016-exe,exe,data/generated\AES_like\000285.enc,000285,train,pycryptodome
RC4,stream_or_counter_mode_like,3473397,256,RC4_like,STREAM,0016-exe,exe,data/generated\RC4_like\000286.enc,000286,train,pycryptodome
XOR,weak_obfuscation_like,3473397,128,XOR_like,REPEATING_KEY,0016-exe,exe,data/generated\XOR_like\000287.enc,000287,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,3473673,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0016-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000288.enc,000288,train,pycryptodome
none,not_encrypted,10638,0,not_encrypted,,0017-csv,csv,data/generated\not_encrypted\000289.enc,000289,val,pycryptodome
gzip,compressed_only,2491,0,compressed_only,,0017-csv,csv,data/generated\compressed_only\000290.enc,000290,val,pycryptodome
AES,block_padded_mode_like,10658,256,AES_like,OFB,0017-csv,csv,data/generated\AES_like\000291.enc,000291,val,pycryptodome
ChaCha20,stream_or_counter_mode_like,10654,256,ChaCha20_Salsa20_like,,0017-csv,csv,data/generated\ChaCha20_Salsa20_like\000292.enc,000292,val,pycryptodome
XOR,weak_obfuscation_like,10638,128,XOR_like,REPEATING_KEY,0017-csv,csv,data/generated\XOR_like\000293.enc,000293,val,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,10916,256,hybrid_AES_RSA_like,CBC+OAEP,0017-csv,csv,data/generated\hybrid_AES_RSA_like\000294.enc,000294,val,pycryptodome
none,not_encrypted,129536,0,not_encrypted,,0017-doc,doc,data/generated\not_encrypted\000295.enc,000295,train,pycryptodome
gzip,compressed_only,41621,0,compressed_only,,0017-doc,doc,data/generated\compressed_only\000296.enc,000296,train,pycryptodome
AES,block_padded_mode_like,129572,256,AES_like,GCM,0017-doc,doc,data/generated\AES_like\000297.enc,000297,train,pycryptodome
Salsa20,stream_or_counter_mode_like,129556,256,ChaCha20_Salsa20_like,,0017-doc,doc,data/generated\ChaCha20_Salsa20_like\000298.enc,000298,train,pycryptodome
XOR,weak_obfuscation_like,129536,128,XOR_like,REPEATING_KEY,0017-doc,doc,data/generated\XOR_like\000299.enc,000299,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,129808,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0017-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000300.enc,000300,train,pycryptodome
none,not_encrypted,634169,0,not_encrypted,,0017-exe,exe,data/generated\not_encrypted\000301.enc,000301,val,pycryptodome
gzip,compressed_only,628764,0,compressed_only,,0017-exe,exe,data/generated\compressed_only\000302.enc,000302,val,pycryptodome
3DES,block_padded_mode_like,634188,192,3DES_like,CBC,0017-exe,exe,data/generated\3DES_like\000303.enc,000303,val,pycryptodome
RC4,stream_or_counter_mode_like,634169,256,RC4_like,STREAM,0017-exe,exe,data/generated\RC4_like\000304.enc,000304,val,pycryptodome
XOR,weak_obfuscation_like,634169,128,XOR_like,REPEATING_KEY,0017-exe,exe,data/generated\XOR_like\000305.enc,000305,val,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,634445,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0017-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000306.enc,000306,val,pycryptodome
none,not_encrypted,9238,0,not_encrypted,,0018-csv,csv,data/generated\not_encrypted\000307.enc,000307,test,pycryptodome
gzip,compressed_only,2396,0,compressed_only,,0018-csv,csv,data/generated\compressed_only\000308.enc,000308,test,pycryptodome
Blowfish,block_padded_mode_like,9260,256,Blowfish_like,CBC,0018-csv,csv,data/generated\Blowfish_like\000309.enc,000309,test,pycryptodome
ChaCha20,stream_or_counter_mode_like,9254,256,ChaCha20_Salsa20_like,,0018-csv,csv,data/generated\ChaCha20_Salsa20_like\000310.enc,000310,test,pycryptodome
XOR,weak_obfuscation_like,9238,128,XOR_like,REPEATING_KEY,0018-csv,csv,data/generated\XOR_like\000311.enc,000311,test,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,9524,256,hybrid_AES_RSA_like,CBC+OAEP,0018-csv,csv,data/generated\hybrid_AES_RSA_like\000312.enc,000312,test,pycryptodome
none,not_encrypted,245760,0,not_encrypted,,0018-doc,doc,data/generated\not_encrypted\000313.enc,000313,train,pycryptodome
gzip,compressed_only,93225,0,compressed_only,,0018-doc,doc,data/generated\compressed_only\000314.enc,000314,train,pycryptodome
DES,block_padded_mode_like,245780,56,DES_like,CBC,0018-doc,doc,data/generated\DES_like\000315.enc,000315,train,pycryptodome
Salsa20,stream_or_counter_mode_like,245780,256,ChaCha20_Salsa20_like,,0018-doc,doc,data/generated\ChaCha20_Salsa20_like\000316.enc,000316,train,pycryptodome
XOR,weak_obfuscation_like,245760,128,XOR_like,REPEATING_KEY,0018-doc,doc,data/generated\XOR_like\000317.enc,000317,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,246032,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0018-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\000318.enc,000318,train,pycryptodome
none,not_encrypted,34352,0,not_encrypted,,0018-exe,exe,data/generated\not_encrypted\000319.enc,000319,train,pycryptodome
gzip,compressed_only,14561,0,compressed_only,,0018-exe,exe,data/generated\compressed_only\000320.enc,000320,train,pycryptodome
RC2,block_padded_mode_like,34372,128,RC2_like,CBC,0018-exe,exe,data/generated\RC2_like\000321.enc,000321,train,pycryptodome
RC4,stream_or_counter_mode_like,34352,256,RC4_like,STREAM,0018-exe,exe,data/generated\RC4_like\000322.enc,000322,train,pycryptodome
XOR,weak_obfuscation_like,34352,128,XOR_like,REPEATING_KEY,0018-exe,exe,data/generated\XOR_like\000323.enc,000323,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,34628,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0018-exe,exe,data/generated\hybrid_Salsa20_RSA_like\000324.enc,000324,train,pycryptodome
none,not_encrypted,12544,0,not_encrypted,,0019-csv,csv,data/generated\not_encrypted\000325.enc,000325,test,pycryptodome
gzip,compressed_only,3214,0,compressed_only,,0019-csv,csv,data/generated\compressed_only\000326.enc,000326,test,pycryptodome
